dataset_id,timestamp,s_pop,o_pop,question,possible_answers,answer,confidence,correct,score,false_answer_flag,idk_flag
3916,2026-01-02 15:33:51,2148,1629691,In what country is Washington?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States of America,0.93,1,1,0,0
3917,2026-01-02 15:33:53,85,713574,In what country is New England?,"[""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland""]",The region called New England is in the United States of America.,0.9999,0,0,1,0
3918,2026-01-02 15:33:54,82471,177730,In what country is Old English?,"[""England"", ""Scotland"", ""Alba"", ""Scotland, United Kingdom"", ""SCT"", ""Caledonia"", ""Scot"", ""Wales"", ""WAL"", ""WLS"", ""Cymru"", ""Cambria""]",England,0.68,1,1,0,0
3919,2026-01-02 15:33:55,14208,1629691,In what country is Eastern United States?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The Eastern United States is in the United States of America.,1.0,1,1,0,0
3920,2026-01-02 15:33:56,223,249163,In what country is The Met?,"[""Thailand"", ""Kingdom of Thailand"", ""th"", ""Siam"", ""🇹🇭"", ""Land of Smiles"", ""THA""]",United States,0.84,0,0,1,0
3921,2026-01-02 15:33:58,523,1629691,In what country is Elim?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]","There are multiple places named Elim; a well-known one is Elim, a village in Wales, United Kingdom (also Elim in County Tyrone, Northern Ireland, and several places named Elim in other countries). If you mean the biblical Elim, it is described as being in the Sinai region of what is now Egypt.",0.04,0,0,1,0
3922,2026-01-02 15:33:59,2295,1629691,In what country is Cornville?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.7423,1,1,0,0
3923,2026-01-02 15:34:00,20,355720,"In what country is Kowale, Lower Silesian Voivodeship?","[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",Poland,0.99,1,1,0,0
3924,2026-01-02 15:34:01,53,336913,In what country is Obeakpu?,"[""Nigeria"", ""Federal Republic of Nigeria"", ""🇳🇬"", ""NG"", ""FRN"", ""NGA"", ""NGR"", ""Naija""]",Nigeria,0.75,1,1,0,0
3925,2026-01-02 15:34:02,87,486947,In what country is La Couarde-sur-Mer?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,0.96,1,1,0,0
3926,2026-01-02 15:34:03,414,683050,In what country is Deh Rahwod District?,"[""Afghanistan"", ""af"", ""🇦🇫"", ""AFG""]",Afghanistan,0.8844,1,1,0,0
3927,2026-01-02 15:34:04,39,556493,In what country is Riechheimer Berg?,"[""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE""]",Germany,0.87,1,1,0,0
3928,2026-01-02 15:34:05,8,278539,In what country is Alexeni River?,"[""Romania"", ""Roumania"", ""Rumania"", ""România"", ""ro"", ""🇷🇴""]",Romania,0.75,1,1,0,0
3929,2026-01-02 15:34:06,57,486947,In what country is Villers-sous-Foucarmont?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,0.98,1,1,0,0
3930,2026-01-02 15:34:07,262,336913,"In what country is Lau, Nigeria?","[""Nigeria"", ""Federal Republic of Nigeria"", ""🇳🇬"", ""NG"", ""FRN"", ""NGA"", ""NGR"", ""Naija""]",Nigeria,0.97,1,1,0,0
3931,2026-01-02 15:34:08,131,486947,In what country is Archon?,"[""France"", ""fr"", ""FR"", ""République française"", ""La France"", ""Republic of France"", ""French Republic"", ""FRA"", ""the Hexagon""]",France,0.112,1,1,0,0
3932,2026-01-02 15:34:10,107,1629691,In what country is Mineral?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.68,1,1,0,0
3933,2026-01-02 15:34:11,259,1629691,In what country is Peru?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Peru is a country in South America.,0.47,1,1,0,0
3934,2026-01-02 15:34:12,284,383128,In what country is Babo Airport?,"[""Indonesia"", ""Republic of Indonesia"", ""id"", ""ID"", ""INA"", ""IDN""]",Indonesia,0.9316,1,1,0,0
3935,2026-01-02 15:34:13,1360,407517,In what country is Thabazimbi?,"[""South Africa"", ""Republic of South Africa"", ""RSA"", ""SA"", ""za"", ""🇿🇦"", ""zaf""]",South Africa,0.9975,1,1,0,0
3936,2026-01-02 15:34:14,2267,1629691,In what country is Hudson?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.2123,1,1,0,0
3937,2026-01-02 15:34:16,57,816653,In what country is North Lake?,"[""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA"", ""ca"", ""can"", ""Can.""]","There are multiple places called ""North Lake,"" but a prominent one named North Lake is in Australia (North Lake, Western Australia, a suburb of Perth).",0.46,1,1,0,0
3938,2026-01-02 15:34:17,231,317291,In what country is Ab Bahri?,"[""Iran"", ""Islamic Republic of Iran"", ""Persia"", ""ir"", ""Islamic Rep. Iran"", ""🇮🇷""]",Iran,0.8333,1,1,0,0
3939,2026-01-02 15:34:18,10846,1629691,In what country is Illinois State University?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.95,1,1,0,0
3940,2026-01-02 15:34:20,2863,1629691,In what country is La Junta?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Chile,0.2413,0,0,1,0
3941,2026-01-02 15:34:21,428,1629691,In what country is Los Angeles City High School District?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.98,1,1,0,0
3942,2026-01-02 15:34:23,226,377325,In what country is Autopista AP-2?,"[""Spain"", ""España"", ""Kingdom of Spain"", ""ES"", ""ESP""]",Spain,0.955,1,1,0,0
3943,2026-01-02 15:34:24,35,1629691,In what country is 112th United States Colored Infantry?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.9,1,1,0,0
3944,2026-01-02 15:34:25,41,293715,In what country is Storsteinnes Chapel?,"[""Norway"", ""Kingdom of Norway"", ""Norge"", ""Norvège‏"", ""NO"", ""NOR"", ""no"", ""Noreg"", ""Norwegen‏"", ""🇳🇴""]",Norway,0.965,1,1,0,0
3945,2026-01-02 15:34:27,4211,331690,In what country is Lutsk?,"[""Ukraine"", ""UA"", ""UKR"", ""ua"", ""Ukrainia"", ""🇺🇦"", ""Ukr."", ""Ukraina""]",Ukraine,0.9965,1,1,0,0
3946,2026-01-02 15:34:29,53,119154,In what country is Ch'uch'u Apachita?,"[""Bolivia"", ""Plurinational State of Bolivia"", ""bo"", ""bol"", ""🇧🇴"", ""Republic of Bolivia"", ""BOL"", ""Bolivia (Plurinational State of)""]",Bolivia,0.85,1,1,0,0
3947,2026-01-02 15:34:29,106131,1629691,In what country is Fox News?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.88,1,1,0,0
3948,2026-01-02 15:34:31,2897,1629691,In what country is Burns?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",Australia,0.1,1,1,0,0
3949,2026-01-02 15:34:32,27081,1629691,In what country is New School?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.81,1,1,0,0
3950,2026-01-02 15:34:33,2146,288000,In what country is East New Britain Province?,"[""Papua New Guinea"", ""Independent State of Papua New Guinea"", ""PNG"", ""pg"", ""🇵🇬""]",Papua New Guinea,0.98,1,1,0,0
3951,2026-01-02 15:34:34,78,151926,In what country is Bārta?,"[""Latvia"", ""Republic of Latvia"", ""Latvian Republic"", ""lv"", ""Latvija"", ""🇱🇻"", ""LAT"", ""LVA""]",Latvia,0.96,1,1,0,0
3952,2026-01-02 15:34:35,1855,1629691,In what country is 77th United States Congress?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",The 77th United States Congress was in the United States.,0.96,1,1,0,0
3953,2026-01-02 15:34:36,77,169786,In what country is Urge?,"[""Estonia"", ""Republic of Estonia"", ""Estland"", ""Eesti"", ""ee"", ""EST"", ""🇪🇪""]",India,0.56,0,0,1,0
3954,2026-01-02 15:34:38,268,1629691,In what country is George?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don’t have enough information to determine which country George is in.,0.25,0,0,1,1
3955,2026-01-02 15:34:39,1767,492668,In what country is Iksan?,"[""South Korea"", ""Republic of Korea"", ""ROK"", ""kr"", ""Rep. Korea"", ""S. Korea"", ""Korea Republic"", ""🇰🇷"", ""KOR""]",South Korea,0.996,1,1,0,0
3956,2026-01-02 15:34:40,88,271047,In what country is Domašov?,"[""Czech Republic"", ""CZR"", ""cz"", ""Česko"", ""Česká republika"", ""ČR"", ""cze"", ""CZE"", ""Czechia""]",Czech Republic,0.82,1,1,0,0
3957,2026-01-02 15:34:41,142,1629691,In what country is Magnolia Bible College?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.88,1,1,0,0
3958,2026-01-02 15:34:42,315,1629691,In what country is Christine?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",I don’t have enough information to determine Christine’s country.,0.25,0,0,1,1
3959,2026-01-02 15:34:44,532,1629691,In what country is Mechanicsburg?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.1034,1,1,0,0
3960,2026-01-02 15:34:45,98,41278,In what country is Vaiea?,"[""Niue"", ""Niuē"", ""nu"", ""🇳🇺""]",Niue,0.99,1,1,0,0
3961,2026-01-02 15:34:46,112,173799,In what country is Dragočaj?,"[""Bosnia and Herzegovina"", ""Bosnia-Herzegovina"", ""Bosnia"", ""BiH"", ""Bosnia & Herzegovina"", ""B&H"", ""🇧🇦"", ""ba"", ""BIH""]",Bosnia and Herzegovina,0.98,1,1,0,0
3962,2026-01-02 15:34:47,1503,1629691,In what country is Pine Hills?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.08,1,1,0,0
3963,2026-01-02 15:34:48,71,1629691,In what country is Monitor House?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United Kingdom,0.27,0,0,1,0
3964,2026-01-02 15:34:50,250,148099,In what country is Rakhyah District?,"[""Yemen"", ""Republic of Yemen"", ""ye"", ""Rep. Yemen"", ""🇾🇪"", ""YEM""]",Yemen,0.82,1,1,0,0
3965,2026-01-02 15:34:51,117605,454969,In what country is Greek?,"[""United Kingdom"", ""🇬🇧"", ""UK"", ""United Kingdom of Great Britain and Northern Ireland"", ""U.K."", ""GBR"", ""GB"", ""U. K."", ""U K"", ""G.B."", ""G. B."", ""G B"", ""Great Britain"", ""G.B.R."", ""G B R"", ""Britain"", ""Great Britain and Northern Ireland"", ""Russia"", ""Rossiya"", ""Rossija"", ""RU"", ""ru"", ""Rossijskaja Federatsija"", ""Russian Federation"", ""Rossiyskaya Federatsiya"", ""Rus"", ""RUS"", ""RF"", ""Canada"", ""Dominion of Canada"", ""British North America"", ""CAN"", ""CA"", ""ca"", ""can"", ""Can."", ""Germany"", ""FRG"", ""BRD"", ""Bundesrepublik Deutschland"", ""Federal Republic of Germany"", ""de"", ""Deutschland"", ""GER"", ""BR Deutschland"", ""DE"", ""Ukraine"", ""UA"", ""UKR"", ""ua"", ""Ukrainia"", ""🇺🇦"", ""Ukr."", ""Ukraina"", ""Albania"", ""Republic of Albania"", ""al"", ""Republika e Shqipërisë"", ""Shqipërisë"", ""🇦🇱"", ""ALB"", ""Cyprus"", ""cy"", ""🇨🇾"", ""Greek Cypriot State"", ""Republic of Cyprus"", ""Greek Administration of Southern Cyprus"", ""Kazakhstan"", ""Republic of Kazakhstan"", ""kz"", ""Qazaqstan"", ""KAZ"", ""🇰🇿"", ""Abkhazia"", ""Abkhasia"", ""Abkazia"", ""Abchasia"", ""Abkhaziya"", ""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica"", ""Sweden"", ""Kingdom of Sweden"", ""SE"", ""se"", ""SWE"", ""🇸🇪"", ""Italy"", ""Italia"", ""Italian Republic"", ""IT"", ""🇮🇹"", ""ITA"", ""Armenia"", ""Republic of Armenia"", ""🇦🇲"", ""ARM"", ""AM"", ""Australia"", ""Commonwealth of Australia"", ""AU"", ""AUS"", ""au"", ""British Colony of Australia"", ""🇦🇺"", ""Straya"", ""Aussieland"", ""Greece"", ""Hellenic Republic"", ""Hellas"", ""gr"", ""el"", ""🇬🇷"", ""Greek Republic"", ""GRE"", ""Ellada"", ""Greek"", ""Turkey"", ""Republic of Turkey"", ""🇹🇷"", ""TUR"", ""TR"", ""Egypt"", ""Republic of Egypt"", ""eg"", ""EGY"", ""🇪🇬"", ""Arab Republic of Egypt"", ""Arab Rep. Egypt"", ""Rep. Egypt"", ""Israel"", ""State of Israel"", ""il"", ""🇮🇱"", ""Holy Land"", ""the Jewish state"", ""ISR""]",Greece,0.6742,1,1,0,0
3966,2026-01-02 15:34:52,64,1301086,In what country is Sagoni?,"[""India"", ""Bharat"", ""Hindustan"", ""Bharatvarsh"", ""in"", ""IN"", ""Republic of India"", ""🇮🇳"", ""IND"", ""Aryavratt""]",India,0.24,1,1,0,0
3967,2026-01-02 15:34:53,66,249550,In what country is Eeuwfeestkliniek?,"[""Belgium"", ""Kingdom of Belgium"", ""BEL"", ""be"", ""🇧🇪"", ""BE""]",Belgium,0.64,1,1,0,0
3968,2026-01-02 15:34:55,57,355720,"In what country is Łupiny, Masovian Voivodeship?","[""Poland"", ""POL"", ""Republic of Poland"", ""PL"", ""Polska""]",Poland,0.87,1,1,0,0
3969,2026-01-02 15:34:56,360,1629691,In what country is Bookstop?,"[""United States of America"", ""the United States of America"", ""America"", ""U.S.A."", ""USA"", ""U.S."", ""US"", ""the US"", ""the USA"", ""US of A"", ""the United States"", ""U. S. A."", ""U. S."", ""the States"", ""the U.S."", ""'Merica"", ""U.S"", ""United States"", ""'Murica""]",United States,0.068,1,1,0,0
3970,2026-01-02 15:34:57,1204,140030,In what country is Husainid Dynasty?,"[""Tunisia"", ""Republic of Tunisia"", ""Tunisian Republic"", ""tn"", ""🇹🇳"", ""TUN""]",Tunisia,0.98,1,1,0,0
